7.881678763304189594e-01,2.975784182060358773e+00
2.975784182060358773e+00,5.368286141524940547e+00
5.368286141524940547e+00,6.027445954508816151e+00
6.027445954508816151e+00,4.445460732575626572e+00
4.445460732575626572e+00,1.270410430066775564e+00
1.270410430066775564e+00,4.936307472909664540e+00
4.936307472909664540e+00,4.378256949190492797e+00
4.378256949190492797e+00,5.113525276264557107e+00
5.113525276264557107e+00,4.372092320368457408e+00
4.372092320368457408e+00,1.682683249987392049e+00
1.682683249987392049e+00,9.628509792203669981e-01
9.628509792203669981e-01,3.436426816605749224e+00
3.436426816605749224e+00,3.897967459281224123e+00
3.897967459281224123e+00,4.271516194559619173e+00
4.271516194559619173e+00,2.664296679279883229e+00
2.664296679279883229e+00,6.295938188251277712e-01
6.295938188251277712e-01,4.243884515784503542e+00
4.243884515784503542e+00,6.072614762562526636e+00
6.072614762562526636e+00,2.944961027479210625e+00
2.944961027479210625e+00,1.697611463309738999e+00
1.697611463309738999e+00,1.103240855968867118e+00
1.103240855968867118e+00,1.072753676421216440e+00
1.072753676421216440e+00,4.308135463423981015e+00
4.308135463423981015e+00,1.178357510631479421e+00
1.178357510631479421e+00,1.558157207482007145e+00
1.558157207482007145e+00,4.064702739067598714e+00
4.064702739067598714e+00,1.326501470750489631e+00
1.326501470750489631e+00,3.424268697773785064e+00
3.424268697773785064e+00,4.516803455018921554e+00
4.516803455018921554e+00,1.807905775293144002e+00
1.807905775293144002e+00,2.683371596800154801e-01
2.683371596800154801e-01,2.043347378643782797e+00
2.043347378643782797e+00,2.288917922798561655e+00
2.288917922798561655e+00,3.938472549507902709e+00
3.938472549507902709e+00,3.057360988151621051e+00
3.057360988151621051e+00,9.297969568067045998e-01
9.297969568067045998e-01,3.638318882351451400e+00
3.638318882351451400e+00,4.386624264567976716e+00
4.386624264567976716e+00,4.645112375202801402e+00
4.645112375202801402e+00,2.644990535821823752e+00
2.644990535821823752e+00,2.066661546086176138e+00
2.066661546086176138e+00,5.850965803712957491e-01
5.850965803712957491e-01,2.543038044746224635e+00
2.543038044746224635e+00,2.553272485825576865e+00
2.553272485825576865e+00,2.957780419571236052e+00
2.957780419571236052e+00,2.028898740849323534e+00
2.028898740849323534e+00,1.147515798463393244e+00
1.147515798463393244e+00,3.754970257983223814e+00
3.754970257983223814e+00,4.379410829423453499e+00
4.379410829423453499e+00,3.699280069358285683e+00
3.699280069358285683e+00,2.670202866510378303e+00
2.670202866510378303e+00,1.579649775013145740e+00
1.579649775013145740e+00,2.283073781268826874e+00
2.283073781268826874e+00,3.657584851563011608e+00
3.657584851563011608e+00,5.163471175165646798e+00
